id,prompt_text,prompt_token_count,has_complexity_term,turn_type,context_window_tokens,context_provided,task_type,tier_floor,escalation_score,tier
309,Write the job posting for our new student housing product. Work in the three pricing tiers without making it read like a price list. Flag anywhere you had to invent a detail I will need to check. Open with a customer problem rather than a feature list. Assume the reader has already seen the teaser we sent last week. Keep every sentence under 20 words so it stays scannable on mobile. Write it so a non-technical exec could follow it without any background in the area. End with a call to action pointing at the docs. Leave a placeholder where the legal team needs to insert the disclaimer. Give me three alternative headline options at the end.,158,False,one_shot,5640,True,Text Generation,1,2,2
310,"Summarise the onboarding guides attached for a developer audience. Note where the sample is too small to carry the conclusion. Flag anything where the source is ambiguous instead of guessing. Distinguish the near-term implications from the structural ones. Compare it against the version we discussed earlier in this thread. Tell me what evidence would change your mind on the main claim. Separate clearly what the data supports from what is your inference. Call out the two weakest points in the argument as you see them. Note any assumption you had to make to get there. If the framing itself is wrong, say so before answering. Rank the findings by how much each would change the decision. Point out anything a reviewer would immediately push back on.",170,True,multi_turn,21930,True,Summarization,2,5,3
311,What is the capital of Chiang Mai's region and roughly how many people live there?,20,False,one_shot,0,False,Open QA,1,0,1
312,"Label each of the 500 entries in the Slack export below as billing, technical or account access. Treat blank and zero as different things.",32,False,one_shot,2280,True,Classification,2,0,2
313,"Write the conference abstract for our new secondhand fashion resale product. Leave a placeholder where the legal team needs to insert the disclaimer. End with a call to action pointing at the docs. Do not promise any delivery date we have not publicly committed to. Work in the three pricing tiers without making it read like a price list. Avoid naming any competitor, even indirectly. Match the tone of the style guide pasted below rather than your default voice. Include two short quotes attributed to the engineering lead. Then analyse which section is weakest for that audience and say why. Give me three alternative headline options at the end.",147,True,one_shot,3480,True,Text Generation,1,2,2
314,What would it take to get into microfinance with no background in it? Separate clearly what the data supports from what is your inference.,32,False,one_shot,0,False,Open QA,1,0,1
315,"Tag each row in the onboarding guide below, then compare the distribution against the batch I sent earlier. Note any assumption you had to make to get there. Give a rough confidence level for each conclusion and say what would raise it.",57,True,one_shot,67550,True,Classification,2,3,3
316,Write a 40-sentence release note for the second trial arm. Work in the three pricing tiers without making it read like a price list.,32,False,one_shot,0,False,Text Generation,1,0,1
317,"Looking back at the earnings call transcript I shared earlier, what did it say about the Nairobi office? Distinguish the near-term implications from the structural ones.",35,True,one_shot,4780,True,Closed QA,1,2,2
318,"Looking back at the onboarding guide I shared earlier, what did it say about the 2024 renewal? Flag anything where the source is ambiguous instead of guessing.",36,False,multi_turn,5440,True,Closed QA,1,2,2
319,"From the shift handover log below, list all the payment terms that appear.",18,False,one_shot,770,True,Extraction,1,0,1
320,Tighten the support macro below without losing the detail on warehouse automation. Flag anywhere you had to invent a detail I will need to check.,34,False,one_shot,2760,True,Rewrite,3,0,3
321,"Translate the clinical trial summary below into German, keeping the formatting.",15,True,one_shot,4150,True,Other,3,2,3
322,"Parse the RFP responses in this thread and pull out every deadline, then summarise what the spread looks like. Rank the findings by how much each would change the decision.",40,True,one_shot,13590,True,Extraction,1,2,2
323,Write a Ruby function that validates escalation owners. Benchmark the hot path and tell me if the change costs anything.,27,False,one_shot,480,True,Code Generation,3,0,3
324,"Go through the 200 board decks in this thread, extract the SKU and root cause for each, then compare them and flag anything inconsistent. Flag anything where the source is ambiguous instead of guessing.",46,True,multi_turn,12900,True,Extraction,1,3,2
325,"Tag each row in the shift handover log below, then compare the distribution against the batch I sent earlier. Separate clearly what the data supports from what is your inference. Tell me what evidence would change your mind on the main claim.",57,True,one_shot,14840,True,Classification,2,2,3
326,"From the earnings call transcript below, list all the invoice totals that appear.",18,False,one_shot,600,True,Extraction,1,0,1
327,Tighten the newsletter intro below without losing the detail on prediction markets. Write it so the board could follow it without any background in the area. End with a call to action pointing at the docs.,49,False,multi_turn,5460,True,Rewrite,3,2,3
328,"Given everything we covered about grid-scale storage, compare the two options again and tell me which holds up better under pressure. Call out the two weakest points in the argument as you see them. Keep the scope to what is actually in front of you, not the wider market. Flag anything where the source is ambiguous instead of guessing.",80,True,multi_turn,13030,True,Open QA,1,3,2
329,"Write the product description for our new esports sponsorship product. Do not promise any delivery date we have not publicly committed to. Then analyse which section is weakest for that audience and say why. Leave a placeholder where the legal team needs to insert the disclaimer. Use British spelling throughout. Avoid naming any competitor, even indirectly. Write it so a procurement committee could follow it without any background in the area. Open with a customer problem rather than a feature list.",109,True,one_shot,4880,True,Text Generation,1,2,2
330,Ideas for a side project at the intersection of container shipping and container shipping.,19,False,one_shot,0,False,Brainstorming,3,0,3
331,Does the support thread attached support the claim about microfinance? Quote the line if so.,20,False,one_shot,4430,True,Closed QA,1,1,1
332,"Edit the board deck below so it reads more confident, then analyse what changed in tone versus the original. Avoid naming any competitor, even indirectly. Include two short quotes attributed to the engineering lead. Give me three alternative headline options at the end.",58,True,one_shot,4130,True,Rewrite,3,2,3
333,Condense that into a paragraph our support team could read in 30 seconds. Then analyse which section is weakest for that audience and say why.,34,True,multi_turn,3670,True,Summarization,2,2,3
334,Summarise the key decisions and owners from this product spec. Point out anything a reviewer would immediately push back on.,27,True,one_shot,1270,True,Summarization,2,1,2
335,"Why did freight rail scheduling take off when it did, and what would have to change for it to stall? Note any assumption you had to make to get there. Note where the sample is too small to carry the conclusion. Compare it against the version we discussed earlier in this thread. Tell me what evidence would change your mind on the main claim. Keep the scope to what is actually in front of you, not the wider market.",107,True,multi_turn,1060,True,Open QA,1,2,2
336,We're stuck on a stalled enterprise pipeline. Throw out some options.,15,False,multi_turn,2690,True,Brainstorming,3,1,3
337,"Based on the attached meeting transcript, when is the payment term?",15,False,one_shot,1430,True,Closed QA,1,0,1
338,I need the effective date for vendor B out of the user interview notes below.,20,False,one_shot,1330,True,Extraction,1,0,1
339,"We're stuck on support tickets spiking every Monday. Throw out some options. Where two sources disagree, say which one you weighted more and why. Give a rough confidence level for each conclusion and say what would raise it.",51,True,multi_turn,5270,True,Brainstorming,3,3,3
340,"Play devil's advocate against my decision about dropping the second product line. If the framing itself is wrong, say so before answering.",30,False,multi_turn,1040,True,Other,3,1,3
341,"Go back over all the product specs in this thread and summarise how the story on grid-scale storage changed over time, keeping the numbers that support each shift. Where two sources disagree, say which one you weighted more and why. If the framing itself is wrong, say so before answering. Show your reasoning for each judgement rather than just the conclusion.",82,True,multi_turn,45690,True,Summarization,2,4,3
342,Give me the short version of the vendor contract attached.,14,False,one_shot,510,True,Summarization,2,0,2
343,"Summarise the user interview notess attached for the board. Sanity check the arithmetic before you present any figure. Tell me what evidence would change your mind on the main claim. Note where the sample is too small to carry the conclusion. Compare it against the version we discussed earlier in this thread. Distinguish the near-term implications from the structural ones. Show your reasoning for each judgement rather than just the conclusion. Point out anything a reviewer would immediately push back on. Give a rough confidence level for each conclusion and say what would raise it. Call out the two weakest points in the argument as you see them. Where two sources disagree, say which one you weighted more and why. If the framing itself is wrong, say so before answering. Separate clearly what the data supports from what is your inference.",190,True,one_shot,8530,True,Summarization,2,3,3
344,"Summarise the incident postmortems attached for our support team. Compare it against the version we discussed earlier in this thread. Keep the scope to what is actually in front of you, not the wider market. Point out anything a reviewer would immediately push back on. If the framing itself is wrong, say so before answering. Separate clearly what the data supports from what is your inference. Give a rough confidence level for each conclusion and say what would raise it. Show your reasoning for each judgement rather than just the conclusion. Tell me what evidence would change your mind on the main claim. Flag anything where the source is ambiguous instead of guessing. Note where the sample is too small to carry the conclusion. Where two sources disagree, say which one you weighted more and why.",184,True,one_shot,7220,True,Summarization,2,3,3
345,"Label each of the 15 entries in the onboarding guide below as billing, technical or account access. Normalise the currency values to USD and say what rate you used.",39,False,one_shot,440,True,Classification,2,0,2
346,I need the SKU for the northern depot out of the shift handover log below. Keep the original identifiers so I can join this back to the source.,38,False,one_shot,480,True,Extraction,1,0,1
347,Classify the records in the product spec attached by effective date. Flag any duplicate entries rather than silently collapsing them.,27,False,one_shot,4690,True,Classification,2,1,2
348,"Given everything we covered about student housing, compare the two options again and tell me which holds up better under pressure. If the framing itself is wrong, say so before answering.",42,True,multi_turn,4720,True,Open QA,1,3,2
349,"Tag each row in the customer review batch below, then compare the distribution against the batch I sent earlier. Note any assumption you had to make to get there. Call out the two weakest points in the argument as you see them. Show your reasoning for each judgement rather than just the conclusion.",72,True,multi_turn,78700,True,Classification,2,4,3
350,"Does the policy document attached support the claim about grid-scale storage? Quote the line if so. Tell me what evidence would change your mind on the main claim. If the framing itself is wrong, say so before answering.",51,False,one_shot,5810,True,Closed QA,1,1,1
351,Condense that into a paragraph high school students could read in 30 seconds. Then analyse which section is weakest for that audience and say why.,34,True,multi_turn,1250,True,Summarization,2,2,3
352,"From the insurance claim file below, list all the invoice totals that appear.",18,False,one_shot,1020,True,Extraction,1,0,1
353,I'm going in circles on a stalled enterprise pipeline. Talk me through it. Separate clearly what the data supports from what is your inference. Compare it against the version we discussed earlier in this thread.,47,True,multi_turn,1170,True,Chatbot,3,2,3
354,"From the incident postmortem below, list all the payment terms that appear.",16,False,one_shot,540,True,Extraction,1,0,1
355,Now add SKU handling to that retry wrapper. Leave a comment wherever the behaviour is deliberately non-obvious.,23,False,one_shot,13090,True,Code Generation,3,1,3
356,What could we do about churn in the free tier that we haven't already tried? Point out anything a reviewer would immediately push back on.,34,False,one_shot,8600,True,Brainstorming,3,1,3
357,Ideas for a side project at the intersection of secondhand fashion resale and campus food waste. Distinguish the near-term implications from the structural ones. Rank the findings by how much each would change the decision.,47,True,multi_turn,520,True,Brainstorming,3,2,3
358,"Build a Kotlin caching layer for our service. Make the logging structured so it parses cleanly downstream. Note anywhere the change could break a caller you cannot see. Benchmark the hot path and tell me if the change costs anything. Add type hints throughout and make it pass strict mode. Do not add any new third-party dependencies. Write it so it degrades gracefully when the upstream is down. Keep the existing test suite passing without editing the tests. Add unit tests covering the error paths, not just the happy path. Leave a comment wherever the behaviour is deliberately non-obvious. Explain the trade-off you made on the retry strategy. Keep it compatible with the current config format so nothing needs migrating. Assume this runs in a container with no persistent disk. Keep the public interface exactly as it is today. Handle the timeout case explicitly rather than letting it bubble.",201,True,one_shot,7710,True,Code Generation,3,3,3
359,"Given everything we covered about container shipping, compare the two options again and tell me which holds up better under pressure. Keep the scope to what is actually in front of you, not the wider market.",49,True,multi_turn,14680,True,Open QA,1,3,2
360,Rewrite the newsletter intro attached for high school students. Mirror the structure of the last announcement so the series feels consistent. Keep it under 40 words. Do not promise any delivery date we have not publicly committed to. Work in the three pricing tiers without making it read like a price list. Give me three alternative headline options at the end. Include two short quotes attributed to the engineering lead.,94,False,multi_turn,4510,True,Rewrite,3,2,3
361,Summarise the key decisions and owners from this research paper.,14,True,one_shot,720,True,Summarization,2,1,2
362,"Build me a spreadsheet from the support threads attached. Leave the cell blank rather than guessing when a value is missing. Where a field appears twice with different values, show both. Strip out the internal test records before you count anything. Flag any duplicate entries rather than silently collapsing them. Preserve the original ordering of the records. Tell me how many records you skipped and on what grounds.",92,False,one_shot,6360,True,Extraction,1,1,1
363,"Label each of the 500 entries in the research paper below as billing, technical or account access. Flag any duplicate entries rather than silently collapsing them.",35,False,one_shot,470,True,Classification,2,0,2
364,Rewrite this support macro so it sounds plainer.,11,False,one_shot,1290,True,Rewrite,3,0,3
365,"How does microfinance actually work, roughly?",8,False,one_shot,0,False,Open QA,1,0,1
366,"Summarise the policy documents attached for new hires. Where two sources disagree, say which one you weighted more and why. Sanity check the arithmetic before you present any figure. Give a rough confidence level for each conclusion and say what would raise it. If the framing itself is wrong, say so before answering. Keep the scope to what is actually in front of you, not the wider market. Point out anything a reviewer would immediately push back on. Tell me what evidence would change your mind on the main claim. Rank the findings by how much each would change the decision. Separate clearly what the data supports from what is your inference. Show your reasoning for each judgement rather than just the conclusion. Distinguish the near-term implications from the structural ones.",177,True,one_shot,51200,True,Summarization,2,4,3
367,"Give me a first draft of a job posting for high school students, based on the RFP response below. Flag anywhere you had to invent a detail I will need to check. Do not promise any delivery date we have not publicly committed to. End with a call to action pointing at the docs. Use British spelling throughout. Write it so a developer audience could follow it without any background in the area.",99,False,one_shot,6230,True,Text Generation,1,1,1
368,Summarise the onboarding guides attached for the board. Tell me what evidence would change your mind on the main claim. Separate clearly what the data supports from what is your inference. Sanity check the arithmetic before you present any figure. Distinguish the near-term implications from the structural ones. Note where the sample is too small to carry the conclusion. Call out the two weakest points in the argument as you see them.,97,True,one_shot,6520,True,Summarization,2,2,3
369,I need the dosage for the northern depot out of the vendor contract below.,19,False,one_shot,490,True,Extraction,1,0,1
370,Summarise the research paper below in 500 bullets. Distinguish the near-term implications from the structural ones.,22,True,one_shot,1050,True,Summarization,2,1,2
371,"Translate the product spec below into German, keeping the formatting. Write it so the ops team could follow it without any background in the area. Match the tone of the style guide pasted below rather than your default voice.",53,False,one_shot,3190,True,Other,3,0,3
372,"Rewrite the apology email attached for high school students. Avoid naming any competitor, even indirectly. Mirror the structure of the last announcement so the series feels consistent. Match the tone of the style guide pasted below rather than your default voice. Do not use bullet points anywhere in the body. Work in the three pricing tiers without making it read like a price list. Give me three alternative headline options at the end. Keep every sentence under 20 words so it stays scannable on mobile. Include two short quotes attributed to the engineering lead. Open with a customer problem rather than a feature list. Leave a placeholder where the legal team needs to insert the disclaimer. End with a call to action pointing at the docs.",170,False,one_shot,3240,True,Rewrite,3,1,3
373,Draft a short internal memo announcing our work on swarm robotics. Flag anywhere you had to invent a detail I will need to check.,32,False,one_shot,1060,True,Text Generation,1,0,1
374,"Go through the insurance claim files attached and mark which ones touch on container shipping. Do not reformat any field I have not asked you to touch. Add a count of how many records fell into each bucket. Sort the output by the most recent date first. Preserve the original ordering of the records. Where a field appears twice with different values, show both. Note which records you were unsure about and why. Return the result as a table with one row per record. Treat blank and zero as different things. Keep the original identifiers so I can join this back to the source. Normalise the currency values to USD and say what rate you used.",157,False,one_shot,12230,True,Classification,2,2,3
375,Give me the short version of the clinical trial summary attached.,15,True,one_shot,2110,True,Summarization,2,1,2
376,Is freight rail scheduling regulated differently in the EU than in the US? Give a rough confidence level for each conclusion and say what would raise it.,36,False,one_shot,0,False,Open QA,1,0,1
377,"Ok so given what we said about dropping the second product line, what should I actually do this week?",26,False,multi_turn,5970,True,Chatbot,3,2,3
378,"Translate the shift handover log below into German, keeping the formatting. Avoid naming any competitor, even indirectly. Use British spelling throughout.",28,False,one_shot,17530,True,Other,3,2,3
379,"How does grid-scale storage actually work, roughly?",9,False,one_shot,0,False,Open QA,1,0,1
380,"Write the product description for our new esports sponsorship product. End with a call to action pointing at the docs. Mirror the structure of the last announcement so the series feels consistent. Keep every sentence under 20 words so it stays scannable on mobile. Keep it under 8 words. Avoid naming any competitor, even indirectly. Do not promise any delivery date we have not publicly committed to. Open with a customer problem rather than a feature list. Flag anywhere you had to invent a detail I will need to check. Include two short quotes attributed to the engineering lead. Assume the reader has already seen the teaser we sent last week.",150,False,one_shot,2970,True,Text Generation,1,1,1
381,"Using only the meeting transcript below, does it say anything about grid-scale storage?",18,False,one_shot,420,True,Closed QA,1,0,1
382,"Based on the attached audit report, when is the phone number?",15,False,one_shot,500,True,Closed QA,1,0,1
383,"According to the insurance claim file above, what severity level was recorded for the Q3 filing?",22,False,one_shot,5290,True,Closed QA,1,1,1
384,"Port this pagination helper from Java to TypeScript. Add unit tests covering the error paths, not just the happy path. Handle the timeout case explicitly rather than letting it bubble. Benchmark the hot path and tell me if the change costs anything. Keep the public interface exactly as it is today. Include a short docstring for each public function. Leave a comment wherever the behaviour is deliberately non-obvious. Assume this runs in a container with no persistent disk. Add type hints throughout and make it pass strict mode. Keep it compatible with the current config format so nothing needs migrating. Avoid any global mutable state.",142,False,one_shot,9470,True,Code Generation,3,2,3
385,I need the postcode for the northern depot out of the board deck below.,19,False,one_shot,5170,True,Extraction,1,1,1
386,What is the capital of Lisbon's region and roughly how many people live there?,19,False,one_shot,0,False,Open QA,1,0,1
387,Rewrite the internal memo attached for the ops team. Match the tone of the style guide pasted below rather than your default voice. Assume the reader has already seen the teaser we sent last week. Write it so high school students could follow it without any background in the area. Keep every sentence under 20 words so it stays scannable on mobile. Work in the three pricing tiers without making it read like a price list. End with a call to action pointing at the docs. Keep it under 40 words. Mirror the structure of the last announcement so the series feels consistent. Leave a placeholder where the legal team needs to insert the disclaimer.,155,False,multi_turn,8010,True,Rewrite,3,3,3
388,Now add phone number handling to that migration script. Include a short docstring for each public function. Leave a comment wherever the behaviour is deliberately non-obvious.,35,False,multi_turn,6990,True,Code Generation,3,2,3
389,"Parse the incident postmortems in this thread and pull out every counterparty name, then summarise what the spread looks like. Call out the two weakest points in the argument as you see them. Sanity check the arithmetic before you present any figure.",57,True,one_shot,28400,True,Extraction,1,3,2
390,"Does the onboarding guide attached support the claim about urban composting? Quote the line if so. Keep the scope to what is actually in front of you, not the wider market.",42,False,one_shot,17260,True,Closed QA,1,2,2
391,"Build me a spreadsheet from the research papers attached. Sort the output by the most recent date first. Treat blank and zero as different things. Where a field appears twice with different values, show both. Normalise the currency values to USD and say what rate you used. Leave the cell blank rather than guessing when a value is missing. Flag any duplicate entries rather than silently collapsing them. Return the result as a table with one row per record. Tell me how many records you skipped and on what grounds. Note which records you were unsure about and why. Keep the original identifiers so I can join this back to the source. Preserve the original ordering of the records. Strip out the internal test records before you count anything.",174,False,multi_turn,80530,True,Extraction,1,4,3
392,"Label each of the 75 entries in the product spec below as billing, technical or account access. Note which records you were unsure about and why.",35,False,one_shot,2120,True,Classification,2,0,2
393,Classify the records in the meeting transcript attached by renewal date.,15,False,one_shot,1380,True,Classification,2,0,2
394,Summarise the vendor contract below in 300 bullets. Note where the sample is too small to carry the conclusion.,26,True,one_shot,1610,True,Summarization,2,1,2
395,Debug why this feature flag client drops requests under load. Keep it compatible with the current config format so nothing needs migrating. Benchmark the hot path and tell me if the change costs anything.,46,False,one_shot,3500,True,Code Generation,3,0,3
396,"Go through the 50 meeting transcripts in this thread, extract the invoice total and escalation owner for each, then compare them and flag anything inconsistent.",34,True,one_shot,79120,True,Extraction,1,3,2
397,"How does freight rail scheduling actually work, roughly?",11,False,multi_turn,1650,True,Open QA,1,1,1
398,Summarise the clinical trial summary below in 50 bullets. Call out the two weakest points in the argument as you see them.,30,True,multi_turn,1290,True,Summarization,2,2,3
399,"How does swarm robotics actually work, roughly?",9,False,one_shot,0,False,Open QA,1,0,1
400,"Based on the attached grant proposal, when is the SKU?",14,False,one_shot,1670,True,Closed QA,1,0,1
401,"Hey, I'm trying to decide about dropping the second product line. Can you help me think it through?",24,False,one_shot,1690,True,Chatbot,3,0,3
402,"Edit the shift handover log below so it reads warmer, then analyse what changed in tone versus the original. Assume the reader has already seen the teaser we sent last week.",42,True,multi_turn,3550,True,Rewrite,3,2,3
403,Sort these 25 items into the three buckets we agreed on earlier. Flag any duplicate entries rather than silently collapsing them. Note which records you were unsure about and why.,40,False,one_shot,1700,True,Classification,2,0,2
404,"Tag each row in the RFP response below, then compare the distribution against the batch I sent earlier. If the framing itself is wrong, say so before answering. Where two sources disagree, say which one you weighted more and why.",54,True,one_shot,31730,True,Classification,2,3,3
405,"Parse the RFP responses in this thread and pull out every effective date, then summarise what the spread looks like. Note any assumption you had to make to get there.",40,True,one_shot,89790,True,Extraction,1,3,2
406,Build a TypeScript CSV parser for our service. Keep it compatible with the current config format so nothing needs migrating. Keep the public interface exactly as it is today. Handle the timeout case explicitly rather than letting it bubble. Benchmark the hot path and tell me if the change costs anything. Keep the existing test suite passing without editing the tests. Write it so it degrades gracefully when the upstream is down. Avoid any global mutable state.,104,False,one_shot,2040,True,Code Generation,3,0,3
407,We're stuck on support tickets spiking every Monday. Throw out some options.,16,False,one_shot,730,True,Brainstorming,3,0,3
408,"Give me 8 angles on retail banking in Kenya, then analyse which three are most defensible. Distinguish the near-term implications from the structural ones. Keep the scope to what is actually in front of you, not the wider market.",53,True,one_shot,0,False,Brainstorming,3,1,3
409,Summarise the key decisions and owners from this audit report. Point out anything a reviewer would immediately push back on.,27,True,one_shot,2980,True,Summarization,2,1,2
410,"I need a internal memo about desalination by tomorrow. Keep every sentence under 20 words so it stays scannable on mobile. Mirror the structure of the last announcement so the series feels consistent. Keep it under 20 words. Include two short quotes attributed to the engineering lead. Give me three alternative headline options at the end. Do not promise any delivery date we have not publicly committed to. Do not use bullet points anywhere in the body. Avoid naming any competitor, even indirectly. Assume the reader has already seen the teaser we sent last week. Write it so the ops team could follow it without any background in the area.",148,False,one_shot,430,True,Text Generation,1,1,1
411,"According to the incident postmortem above, what payment term was recorded for the second trial arm?",22,False,one_shot,3840,True,Closed QA,1,0,1
412,Brainstorm 8 ideas for grid-scale storage.,8,False,one_shot,0,False,Brainstorming,3,0,3
413,Pull the postcode from each of the 150 grant proposals attached.,15,False,multi_turn,3960,True,Extraction,1,1,1
414,"How does creator payouts actually work, roughly?",9,False,one_shot,0,False,Open QA,1,0,1
415,"Based on the attached customer review batch, when is the dosage?",15,False,one_shot,1770,True,Closed QA,1,0,1
416,"According to the RFP response above, what phone number was recorded for the 2024 renewal?",20,False,multi_turn,5020,True,Closed QA,1,2,2
417,Does the onboarding guide attached support the claim about student housing? Quote the line if so.,22,False,multi_turn,3950,True,Closed QA,1,1,1
418,I need a internal memo about microfinance by tomorrow. Use British spelling throughout. Work in the three pricing tiers without making it read like a price list. Keep every sentence under 20 words so it stays scannable on mobile. Leave a placeholder where the legal team needs to insert the disclaimer. Write it so a developer audience could follow it without any background in the area. Do not use bullet points anywhere in the body. Mirror the structure of the last announcement so the series feels consistent. Do not promise any delivery date we have not publicly committed to. Flag anywhere you had to invent a detail I will need to check.,151,False,multi_turn,1570,True,Text Generation,1,2,2
419,"Given everything we covered about campus food waste, compare the two options again and tell me which holds up better under pressure. Give a rough confidence level for each conclusion and say what would raise it.",49,True,multi_turn,10030,True,Open QA,1,3,2
420,Tighten the landing page headline below without losing the detail on microfinance. Do not promise any delivery date we have not publicly committed to.,32,False,one_shot,3670,True,Rewrite,3,0,3
421,Pull the counterparty name from each of the 3 grant proposals attached.,16,False,one_shot,5150,True,Extraction,1,1,1
422,Classify the records in the user interview notes attached by email address. Normalise the currency values to USD and say what rate you used.,32,False,one_shot,1240,True,Classification,2,0,2
423,Make that version less salesy.,7,False,multi_turn,500,True,Rewrite,3,1,3
424,"According to the board deck above, what counterparty name was recorded for the northern depot?",20,False,one_shot,4720,True,Closed QA,1,1,1
425,Brainstorm 3 ideas for desalination.,7,False,one_shot,0,False,Brainstorming,3,0,3
426,"Give me a first draft of a support macro for the ops team, based on the shift handover log below. Do not promise any delivery date we have not publicly committed to. Keep it under 250 words.",50,False,one_shot,8670,True,Text Generation,1,1,1
427,I need a conference abstract about esports sponsorship by tomorrow. Open with a customer problem rather than a feature list. Work in the three pricing tiers without making it read like a price list. Do not promise any delivery date we have not publicly committed to. Then analyse which section is weakest for that audience and say why. Do not use bullet points anywhere in the body. End with a call to action pointing at the docs.,104,True,multi_turn,680,True,Text Generation,1,2,2
428,Draft a short release note announcing our work on carbon offset registries. Do not use bullet points anywhere in the body.,28,False,one_shot,0,False,Text Generation,1,0,1
429,Summarise the key decisions and owners from this insurance claim file.,15,True,one_shot,2890,True,Summarization,2,1,2
430,Write a Rust function that validates payment terms.,11,False,one_shot,0,False,Code Generation,3,0,3
431,Rewrite the conference abstract attached for high school students. Keep it under 40 words. Assume the reader has already seen the teaser we sent last week. End with a call to action pointing at the docs. Give me three alternative headline options at the end. Use British spelling throughout. Then analyse which section is weakest for that audience and say why. Do not use bullet points anywhere in the body. Mirror the structure of the last announcement so the series feels consistent. Open with a customer problem rather than a feature list. Leave a placeholder where the legal team needs to insert the disclaimer. Keep every sentence under 20 words so it stays scannable on mobile.,157,True,one_shot,9800,True,Rewrite,3,3,3
432,Classify the records in the onboarding guide attached by renewal date.,15,False,one_shot,3990,True,Classification,2,0,2
433,Extract every author affiliation and root cause from the product spec below and put them in a table.,24,True,one_shot,5250,True,Extraction,1,2,2
434,"Parse the board decks in this thread and pull out every payment term, then summarise what the spread looks like. Point out anything a reviewer would immediately push back on.",40,True,one_shot,10290,True,Extraction,1,2,2
435,Now add contract value handling to that CSV parser.,12,False,multi_turn,4650,True,Code Generation,3,2,3
436,"Build me a spreadsheet from the research papers attached. Add a count of how many records fell into each bucket. Treat blank and zero as different things. Where a field appears twice with different values, show both. Do not reformat any field I have not asked you to touch. Flag any duplicate entries rather than silently collapsing them. Leave the cell blank rather than guessing when a value is missing.",94,False,multi_turn,12390,True,Extraction,1,2,2
437,"Answer these from the product spec below only: what is the contract value, who owns it, and what happens if the deadline slips? Separate clearly what the data supports from what is your inference. Show your reasoning for each judgement rather than just the conclusion. Distinguish the near-term implications from the structural ones. Note where the sample is too small to carry the conclusion. Compare it against the version we discussed earlier in this thread. Give a rough confidence level for each conclusion and say what would raise it. Point out anything a reviewer would immediately push back on.",134,True,one_shot,4570,True,Closed QA,1,3,2
438,Give me just the SKU from the text above.,12,False,one_shot,470,True,Extraction,1,0,1
439,"Summarise the shift handover logs attached for the board. Give a rough confidence level for each conclusion and say what would raise it. Show your reasoning for each judgement rather than just the conclusion. Call out the two weakest points in the argument as you see them. If the framing itself is wrong, say so before answering. Compare it against the version we discussed earlier in this thread. Note any assumption you had to make to get there. Separate clearly what the data supports from what is your inference.",120,True,one_shot,54160,True,Summarization,2,4,3
440,"Using only the customer review batch below, does it say anything about grid-scale storage?",19,False,one_shot,800,True,Closed QA,1,0,1
441,"According to the RFP response above, what postcode was recorded for the Nairobi office?",19,False,one_shot,4310,True,Closed QA,1,1,1
442,"Go through the onboarding guides attached and mark which ones touch on microfinance. Keep the original identifiers so I can join this back to the source. Strip out the internal test records before you count anything. Note which records you were unsure about and why. Use ISO dates throughout. Add a final row with the totals for the numeric columns. Normalise the currency values to USD and say what rate you used. Where a field appears twice with different values, show both. Leave the cell blank rather than guessing when a value is missing. Do not reformat any field I have not asked you to touch. Tell me how many records you skipped and on what grounds.",158,False,one_shot,8220,True,Classification,2,2,3
443,"Translate the audit report below into Spanish, keeping the formatting. Leave a placeholder where the legal team needs to insert the disclaimer. Use British spelling throughout.",35,False,one_shot,13710,True,Other,3,1,3
444,"Write the internal memo for our new indoor air quality product. Do not use bullet points anywhere in the body. Then analyse which section is weakest for that audience and say why. End with a call to action pointing at the docs. Give me three alternative headline options at the end. Avoid naming any competitor, even indirectly. Match the tone of the style guide pasted below rather than your default voice. Leave a placeholder where the legal team needs to insert the disclaimer. Do not promise any delivery date we have not publicly committed to. Open with a customer problem rather than a feature list.",142,True,one_shot,1560,True,Text Generation,1,2,2
445,Draft a short landing page headline announcing our work on microfinance.,15,False,one_shot,0,False,Text Generation,1,0,1
446,"Using only the vendor contract below, does it say anything about microfinance?",16,False,one_shot,4490,True,Closed QA,1,1,1
447,"Build a Go audit logger for our service. Add type hints throughout and make it pass strict mode. Include a short docstring for each public function. Add unit tests covering the error paths, not just the happy path. Make the logging structured so it parses cleanly downstream. Keep the existing test suite passing without editing the tests. Assume this runs in a container with no persistent disk. Note anywhere the change could break a caller you cannot see.",105,False,one_shot,5410,True,Code Generation,3,1,3
448,Rewrite this newsletter intro so it sounds more confident. Use British spelling throughout.,18,False,one_shot,1470,True,Rewrite,3,0,3
449,Is desalination regulated differently in the EU than in the US? Rank the findings by how much each would change the decision.,30,False,multi_turn,1560,True,Open QA,1,1,1
450,"Label each of the 250 entries in the lease agreement below as billing, technical or account access.",23,False,one_shot,3050,True,Classification,2,0,2
451,"Go back over all the RFP responses in this thread and summarise how the story on desalination changed over time, keeping the numbers that support each shift. Flag anything where the source is ambiguous instead of guessing. Tell me what evidence would change your mind on the main claim.",66,True,multi_turn,76760,True,Summarization,2,4,3
452,Pull the counterparty name from each of the 75 lease agreements attached. Return the result as a table with one row per record.,31,False,one_shot,4610,True,Extraction,1,1,1
